Date,Postcode,Latitude,Longitude,Email,First Name,Last Name,Interaction,Sector
2024-05-01,SL6,51.52231,-0.72569,leilani.zelkind@gmail.com,Leilani,Zelkind,Webinar,B2B Marketing
2024-09-28,WS13,52.6917,-1.818,kim.chatterton@gmail.com,Kim,Chatterton,Email Correspondence,Healthcare
2024-04-04,HA8,51.61094,-0.27255,denise.sweet@gmail.com,Denise,Sweet,Workshop,Healthcare
2024-02-02,CV7,52.44378,-1.563,patricia.barrett@gmail.com,Patricia,Barrett,Workshop,Education
2024-11-17,PA8,55.9014,-4.45228,clifford.maroney@gmail.com,Clifford,Maroney,1-2-1 Conversation,Finance
2024-12-07,IP8,52.06169,1.0828,alfredo.wilson@gmail.com,Alfredo,Wilson,Workshop,Software Engineering
2024-12-12,BB3,53.69781,-2.46503,francis.hamlin@gmail.com,Francis,Hamlin,Email Correspondence,Education
2024-10-11,RH16,51.00204,-0.09713,george.young@gmail.com,George,Young,Email Correspondence,Data Science
2024-07-12,S44,53.22478,-1.31241,kenneth.hatch@gmail.com,Kenneth,Hatch,1-2-1 Conversation,Education
2024-02-02,BT33,54.22095,-5.89385,ruby.olivares@gmail.com,Ruby,Olivares,Networking Event,Healthcare
2024-01-30,EC2R,51.5164,-0.09162,andrew.scott@gmail.com,Andrew,Scott,Networking Event,Software Engineering
2024-01-07,AB52,57.34396,-2.60651,alice.mitchell@gmail.com,Alice,Mitchell,1-2-1 Conversation,Healthcare
2024-04-24,HU14,53.72799,-0.50078,gladys.engel@gmail.com,Gladys,Engel,Workshop,Software Engineering
2024-04-04,PA75,56.61228,-6.12216,danny.whitehouse@gmail.com,Danny,Whitehouse,Networking Event,Software Engineering
2024-10-17,BT17,54.55423,-6.01688,denise.ball@gmail.com,Denise,Ball,1-2-1 Conversation,Software Engineering
2024-06-18,L17,53.37769,-2.93962,marva.mosley@gmail.com,Marva,Mosley,Webinar,Finance
2024-03-13,BB5,53.75477,-2.37162,virginia.sanders@gmail.com,Virginia,Sanders,Webinar,Healthcare
2024-10-27,L24,53.34339,-2.83672,irene.ibarra@gmail.com,Irene,Ibarra,Networking Event,B2B Marketing
2024-12-18,IM7,54.32613,-4.41041,jonnie.taylor@gmail.com,Jonnie,Taylor,Email Correspondence,Software Engineering
2024-02-07,LA9,54.32563,-2.74273,christine.hunt@gmail.com,Christine,Hunt,1-2-1 Conversation,B2B Marketing
2024-07-30,SY10,52.83579,-3.12089,kenneth.mccaskill@gmail.com,Kenneth,Mccaskill,Webinar,Healthcare
2024-03-13,TS10,54.60656,-1.06791,tammy.gilley@gmail.com,Tammy,Gilley,Workshop,B2B Marketing
2024-12-20,PO1,50.79903,-1.08749,cody.rodriguez@gmail.com,Cody,Rodriguez,Email Correspondence,Healthcare
2024-02-29,SS7,51.56202,0.57984,brian.swartz@gmail.com,Brian,Swartz,1-2-1 Conversation,Healthcare
2024-10-31,IP4,52.06,1.18046,christopher.royals@gmail.com,Christopher,Royals,Networking Event,Healthcare
2024-03-18,HP20,51.81898,-0.80295,theresa.goncalves@gmail.com,Theresa,Goncalves,Email Correspondence,Software Engineering
2024-07-30,AL7,51.79669,-0.18569,daniel.cromartie@gmail.com,Daniel,Cromartie,Email Correspondence,B2B Marketing
2024-01-30,RM1,51.58175,0.18395,charles.sayman@gmail.com,Charles,Sayman,Workshop,Software Engineering
2024-08-01,ST13,53.1009,-2.01793,joseph.boggs@gmail.com,Joseph,Boggs,Networking Event,Healthcare
2024-06-18,ME17,51.23484,0.61021,stacy.vanhorn@gmail.com,Stacy,Vanhorn,Email Correspondence,B2B Marketing
2024-12-16,HP22,51.80601,-0.76558,jessica.chavez@gmail.com,Jessica,Chavez,Workshop,Data Science
2024-11-22,ME5,51.34896,0.53338,gary.lopez@gmail.com,Gary,Lopez,Workshop,Software Engineering
2024-10-22,BN16,50.81446,-0.49377,richard.schlesser@gmail.com,Richard,Schlesser,Webinar,Finance
2024-06-11,EH18,55.87667,-3.12215,melissa.mavins@gmail.com,Melissa,Mavins,Email Correspondence,B2B Marketing
2024-09-22,LS1,53.79674,-1.54754,gregory.balzer@gmail.com,Gregory,Balzer,Webinar,B2B Marketing
2024-12-15,BT49,55.04774,-6.95153,gloria.torres@gmail.com,Gloria,Torres,Workshop,Finance
2024-07-18,DA4,51.39106,0.23236,larry.burgener@gmail.com,Larry,Burgener,1-2-1 Conversation,Healthcare
2024-12-22,WA6,53.27222,-2.72285,gerald.torbert@gmail.com,Gerald,Torbert,1-2-1 Conversation,Data Science
2024-06-08,DN9,53.50661,-0.89316,malinda.cox@gmail.com,Malinda,Cox,Email Correspondence,Education
2024-12-23,SR5,54.92334,-1.42419,jenny.alcorn@gmail.com,Jenny,Alcorn,Email Correspondence,Education
2024-07-07,EX14,50.81272,-3.1896,linda.burrell@gmail.com,Linda,Burrell,Networking Event,Education
2024-01-11,LL70,53.36396,-4.28758,edward.friou@gmail.com,Edward,Friou,Workshop,Finance
2024-11-29,PO38,50.60406,-1.24108,emiko.carson@gmail.com,Emiko,Carson,Workshop,Healthcare
2024-12-07,IV21,57.72377,-5.72019,carey.howell@gmail.com,Carey,Howell,Webinar,Data Science
2024-09-01,WN1,53.55414,-2.6265,grover.williams@gmail.com,Grover,Williams,Networking Event,B2B Marketing
2024-05-02,CM8,51.80536,0.6387,mary.angelo@gmail.com,Mary,Angelo,Email Correspondence,Software Engineering
2024-11-08,N11,51.61338,-0.13812,jerold.pullen@gmail.com,Jerold,Pullen,1-2-1 Conversation,Data Science
2024-02-23,FK2,56.00499,-3.75461,lisa.teague@gmail.com,Lisa,Teague,Webinar,Software Engineering
2024-02-24,BH4,50.72071,-1.89799,david.slaubaugh@gmail.com,David,Slaubaugh,Email Correspondence,Software Engineering
2024-05-03,NN9,52.33288,-0.59831,sonia.oconnor@gmail.com,Sonia,Oconnor,Email Correspondence,B2B Marketing
2024-02-09,CV31,52.27819,-1.52358,herb.dungan@gmail.com,Herb,Dungan,1-2-1 Conversation,Software Engineering
2024-01-08,KA19,55.34585,-4.66707,sally.kriner@gmail.com,Sally,Kriner,Workshop,Education
2024-07-09,SW11,51.4663,-0.16427,joseph.boyd@gmail.com,Joseph,Boyd,Email Correspondence,Software Engineering
2024-01-07,WF14,53.68034,-1.69263,mark.ingersoll@gmail.com,Mark,Ingersoll,Email Correspondence,B2B Marketing
2024-03-11,CM16,51.69981,0.12161,jack.hull@gmail.com,Jack,Hull,Networking Event,Data Science
2024-12-23,NW10,51.53951,-0.24641,billy.connor@gmail.com,Billy,Connor,Networking Event,Finance
2024-11-10,NP24,51.71964,-3.23786,anthony.sommerfeld@gmail.com,Anthony,Sommerfeld,Workshop,Data Science
2024-04-24,W11,51.51189,-0.20424,margaret.currier@gmail.com,Margaret,Currier,1-2-1 Conversation,Healthcare
2024-07-22,WC1N,51.52136,-0.12025,ada.shumock@gmail.com,Ada,Shumock,Email Correspondence,Data Science
2024-01-14,PE26,52.45292,-0.1132,leland.richards@gmail.com,Leland,Richards,1-2-1 Conversation,Healthcare
2024-09-12,KT9,51.36405,-0.30197,charles.jones@gmail.com,Charles,Jones,Networking Event,Finance
2024-06-30,BA9,51.05729,-2.40955,ramon.acquaviva@gmail.com,Ramon,Acquaviva,1-2-1 Conversation,Finance
2024-02-01,SS14,51.57507,0.47521,joshua.head@gmail.com,Joshua,Head,Networking Event,B2B Marketing
2024-04-01,TS17,54.53713,-1.30289,henry.baumberger@gmail.com,Henry,Baumberger,1-2-1 Conversation,B2B Marketing
2024-07-03,DA5,51.44033,0.14698,james.willick@gmail.com,James,Willick,Networking Event,Healthcare
2024-06-25,CF43,51.65788,-3.44872,landon.wallace@gmail.com,Landon,Wallace,Email Correspondence,Healthcare
2024-11-05,NR6,52.66074,1.2831,william.vahey@gmail.com,William,Vahey,Email Correspondence,Finance
2024-04-16,L12,53.43467,-2.89421,josephine.ryan@gmail.com,Josephine,Ryan,Networking Event,Finance
2024-03-13,HP11,51.62413,-0.74451,gretchen.kaizer@gmail.com,Gretchen,Kaizer,Workshop,Data Science
2024-04-25,PR6,53.66749,-2.61001,carol.garcia@gmail.com,Carol,Garcia,Networking Event,Software Engineering
2024-09-04,PR2,53.77753,-2.70722,sarah.argenbright@gmail.com,Sarah,Argenbright,Workshop,Education
2024-02-22,UB9,51.58157,-0.49019,eva.walker@gmail.com,Eva,Walker,1-2-1 Conversation,Software Engineering
2024-01-19,B31,52.40772,-1.97207,mary.sanders@gmail.com,Mary,Sanders,1-2-1 Conversation,B2B Marketing
2024-12-02,RM1,51.58175,0.18395,maria.hollis@gmail.com,Maria,Hollis,Webinar,Finance
2024-09-15,TR23,49.95281,-6.35174,elaina.hooper@gmail.com,Elaina,Hooper,Workshop,Software Engineering
2024-03-18,BT52,55.13423,-6.65285,paul.shay@gmail.com,Paul,Shay,Webinar,Education
2024-02-12,SA2,51.62021,-3.99364,patricia.trinidad@gmail.com,Patricia,Trinidad,Workshop,B2B Marketing
2024-03-03,LL15,53.10263,-3.31455,elizabeth.hale@gmail.com,Elizabeth,Hale,Networking Event,Data Science
2024-05-10,TS1,54.57179,-1.23733,marisha.lee@gmail.com,Marisha,Lee,Webinar,Healthcare
2024-01-19,TS5,54.5512,-1.25008,virginia.moore@gmail.com,Virginia,Moore,Webinar,Software Engineering
2024-10-27,RH3,51.23242,-0.2796,elaine.williams@gmail.com,Elaine,Williams,1-2-1 Conversation,Software Engineering
2024-04-21,BD16,53.84871,-1.83278,david.lubin@gmail.com,David,Lubin,Workshop,Education
2024-01-17,NG10,52.90005,-1.28187,phillip.harris@gmail.com,Phillip,Harris,Email Correspondence,Finance
2024-03-25,NR19,52.67542,0.92907,kathleen.hernandez@gmail.com,Kathleen,Hernandez,Webinar,Data Science
2024-04-21,SS2,51.54991,0.71766,yolanda.kadlec@gmail.com,Yolanda,Kadlec,Email Correspondence,Software Engineering
2024-10-31,KY8,56.19755,-3.01061,enid.dulaney@gmail.com,Enid,Dulaney,1-2-1 Conversation,Software Engineering
2024-06-09,PA18,55.88928,-4.88661,don.lopez@gmail.com,Don,Lopez,Webinar,Finance
2024-08-28,DA3,51.38417,0.30965,marina.canty@gmail.com,Marina,Canty,Workshop,B2B Marketing
2024-12-13,BT16,54.591,-5.79746,jenifer.nelson@gmail.com,Jenifer,Nelson,Email Correspondence,Data Science
2024-01-15,LA11,54.20034,-2.92446,brendan.cooper@gmail.com,Brendan,Cooper,1-2-1 Conversation,Finance
2024-10-30,NG31,52.9142,-0.6391,lynda.jovich@gmail.com,Lynda,Jovich,Workshop,Healthcare
2024-12-07,EH8,55.94909,-3.16268,charles.smith@gmail.com,Charles,Smith,Workshop,Healthcare
2024-11-27,SG8,52.06369,-0.01293,hoa.smith@gmail.com,Hoa,Smith,Workshop,Data Science
2024-10-19,SW17,51.4303,-0.16283,don.marshall@gmail.com,Don,Marshall,Workshop,Education
2024-12-13,LL14,52.99198,-3.05043,sabrina.gillikin@gmail.com,Sabrina,Gillikin,Workshop,Healthcare
2024-06-13,TF13,52.57803,-2.5815,linda.lynch@gmail.com,Linda,Lynch,1-2-1 Conversation,Data Science
2024-12-11,EC2Y,51.52007,-0.09579,thomas.litzenberger@gmail.com,Thomas,Litzenberger,Email Correspondence,Finance
2024-10-31,G64,55.91127,-4.21604,jose.kyle@gmail.com,Jose,Kyle,Email Correspondence,Education
2024-10-01,KT15,51.36309,-0.49451,carl.anderson@gmail.com,Carl,Anderson,Email Correspondence,B2B Marketing
2024-10-21,SW14,51.46514,-0.26511,cynthia.daly@gmail.com,Cynthia,Daly,1-2-1 Conversation,Finance
2024-10-17,KW9,58.0137,-3.85692,sandra.moore@gmail.com,Sandra,Moore,1-2-1 Conversation,Healthcare
2024-06-21,BA15,51.35088,-2.26425,dana.caplinger@gmail.com,Dana,Caplinger,Email Correspondence,Education
2024-06-02,PH49,56.675,-5.10977,estelle.kitchen@gmail.com,Estelle,Kitchen,Email Correspondence,Healthcare
2024-01-28,BS29,51.33081,-2.87709,sasha.shelton@gmail.com,Sasha,Shelton,Webinar,B2B Marketing
2024-01-05,EN10,51.74005,-0.01992,kenneth.sum@gmail.com,Kenneth,Sum,1-2-1 Conversation,Healthcare
2024-02-01,DT5,50.54724,-2.44041,mercedes.phillips@gmail.com,Mercedes,Phillips,1-2-1 Conversation,Data Science
2024-05-30,DL14,54.65199,-1.68999,billy.jenks@gmail.com,Billy,Jenks,Workshop,Finance
2024-09-19,CT6,51.3642,1.13054,thomas.abbott@gmail.com,Thomas,Abbott,Workshop,Education
2024-01-20,IV27,58.27684,-4.80032,james.philbrick@gmail.com,James,Philbrick,Workshop,B2B Marketing
2024-11-19,KA9,55.49734,-4.60446,kate.martinez@gmail.com,Kate,Martinez,Networking Event,B2B Marketing
2024-11-23,LD7,52.3524,-3.08513,joanne.knight@gmail.com,Joanne,Knight,Email Correspondence,Software Engineering
2024-07-31,LN10,53.15858,-0.21703,nicholas.poage@gmail.com,Nicholas,Poage,Networking Event,B2B Marketing
2024-11-22,SK8,53.37941,-2.20748,carol.baca@gmail.com,Carol,Baca,1-2-1 Conversation,Finance
2024-11-26,SE24,51.45446,-0.09853,deirdre.mcvey@gmail.com,Deirdre,Mcvey,Workshop,Data Science
2024-02-14,NN2,52.2623,-0.89509,eli.pelote@gmail.com,Eli,Pelote,Networking Event,Education
2024-01-30,GU33,51.04915,-0.89139,samuel.mccary@gmail.com,Samuel,Mccary,Workshop,Finance
2024-07-17,EH1,55.95243,-3.1884,gloria.lewis@gmail.com,Gloria,Lewis,Webinar,Finance
2024-09-04,EC2V,51.51553,-0.0931,violet.martin@gmail.com,Violet,Martin,1-2-1 Conversation,Finance
2024-10-01,SW17,51.4303,-0.16283,charles.smith@gmail.com,Charles,Smith,Workshop,Software Engineering
2024-09-20,OL2,53.57191,-2.10874,sandra.mckee@gmail.com,Sandra,Mckee,Webinar,Education
2024-07-16,LU1,51.87476,-0.42373,kim.starnes@gmail.com,Kim,Starnes,Networking Event,Finance
2024-11-27,EX5,50.75684,-3.43916,carolyn.mejia@gmail.com,Carolyn,Mejia,Networking Event,Education
2024-11-18,L22,53.47676,-3.0262,john.cornish@gmail.com,John,Cornish,Webinar,Finance
2024-08-05,E15,51.53911,0.00307,latanya.walters@gmail.com,Latanya,Walters,Webinar,Education
2024-07-12,BS6,51.47015,-2.59898,gayle.rodriguez@gmail.com,Gayle,Rodriguez,1-2-1 Conversation,Data Science
2024-05-21,L34,53.43614,-2.81445,charles.mclaughlin@gmail.com,Charles,Mclaughlin,1-2-1 Conversation,Software Engineering
2024-06-17,FK2,56.00499,-3.75461,jacqueline.pruett@gmail.com,Jacqueline,Pruett,Networking Event,Finance
2024-12-05,NE32,54.96765,-1.48292,bethann.white@gmail.com,Bethann,White,Webinar,Data Science
2024-03-18,YO23,53.92562,-1.12122,timothy.beddingfield@gmail.com,Timothy,Beddingfield,Webinar,Software Engineering
2024-01-05,HP7,51.66487,-0.6089,jayson.keogh@gmail.com,Jayson,Keogh,1-2-1 Conversation,Finance
2024-05-11,NE15,54.9837,-1.72026,roy.mccants@gmail.com,Roy,Mccants,1-2-1 Conversation,Data Science
2024-11-13,NW4,51.58682,-0.22294,tommy.sciabica@gmail.com,Tommy,Sciabica,Webinar,Data Science
2024-03-27,KW15,58.9803,-2.95862,lana.kelly@gmail.com,Lana,Kelly,Workshop,Finance
2024-06-08,IV14,57.58564,-4.54783,carlton.kerr@gmail.com,Carlton,Kerr,Workshop,Finance
2024-07-16,EH39,56.04766,-2.73052,tod.finnefrock@gmail.com,Tod,Finnefrock,Workshop,Software Engineering
2024-02-24,E1,51.51766,-0.05841,robert.gaskill@gmail.com,Robert,Gaskill,Email Correspondence,B2B Marketing
2024-12-06,UB8,51.53458,-0.473,helen.snellen@gmail.com,Helen,Snellen,Email Correspondence,Software Engineering
2024-10-08,EX5,50.75684,-3.43916,wade.laud@gmail.com,Wade,Laud,1-2-1 Conversation,Education
2024-11-03,PO21,50.78362,-0.69622,rose.gatlin@gmail.com,Rose,Gatlin,Networking Event,B2B Marketing
2024-08-05,DN36,53.51089,-0.03636,yvonne.lacy@gmail.com,Yvonne,Lacy,Webinar,Finance
2024-08-30,CF31,51.50876,-3.57514,mary.benesh@gmail.com,Mary,Benesh,Webinar,Education
2024-04-30,NG11,52.89934,-1.17335,rachel.brauer@gmail.com,Rachel,Brauer,Email Correspondence,B2B Marketing
2024-07-06,NR27,52.92467,1.30157,james.richter@gmail.com,James,Richter,Email Correspondence,Finance
2024-03-22,SL9,51.59677,-0.55467,kathryn.kibler@gmail.com,Kathryn,Kibler,Workshop,Finance
2024-02-20,W7,51.5111,-0.33398,winford.seavey@gmail.com,Winford,Seavey,Email Correspondence,Education
2024-08-31,YO14,54.19903,-0.29672,james.harvey@gmail.com,James,Harvey,Email Correspondence,Finance
2024-08-06,NN9,52.33288,-0.59831,emily.leblanc@gmail.com,Emily,Leblanc,Workshop,Finance
2024-04-13,EX8,50.62958,-3.40133,james.rollman@gmail.com,James,Rollman,Webinar,B2B Marketing
2024-10-30,YO23,53.92562,-1.12122,paulette.hoffman@gmail.com,Paulette,Hoffman,Webinar,Finance
2024-08-16,AB35,57.03829,-3.14869,lindy.woodruff@gmail.com,Lindy,Woodruff,Workshop,Finance
2024-03-04,LU2,51.89147,-0.39553,jonah.madruga@gmail.com,Jonah,Madruga,Email Correspondence,B2B Marketing
2024-06-30,SR8,54.7665,-1.33471,jerry.fields@gmail.com,Jerry,Fields,Workshop,Healthcare
2024-08-09,UB3,51.50513,-0.42211,kelsey.byrd@gmail.com,Kelsey,Byrd,Networking Event,Data Science
2024-05-08,NE24,55.12238,-1.52013,jack.moronta@gmail.com,Jack,Moronta,Webinar,Education
2024-07-31,MK40,52.13797,-0.47145,eric.gosnell@gmail.com,Eric,Gosnell,Email Correspondence,B2B Marketing
2024-08-03,PL33,50.6213,-4.73021,alfredo.middleton@gmail.com,Alfredo,Middleton,1-2-1 Conversation,Finance
2024-02-08,B18,52.49132,-1.92341,maxine.canady@gmail.com,Maxine,Canady,Webinar,Data Science
2024-01-11,TQ13,50.59296,-3.71817,mildred.negrete@gmail.com,Mildred,Negrete,Email Correspondence,Data Science
2024-09-28,B65,52.48325,-2.04271,sylvia.grear@gmail.com,Sylvia,Grear,1-2-1 Conversation,Finance
2024-10-14,PL18,50.51523,-4.21899,virginia.hommel@gmail.com,Virginia,Hommel,Email Correspondence,Data Science
2024-07-25,ML2,55.77706,-3.91179,joel.james@gmail.com,Joel,James,Email Correspondence,Finance
2024-12-15,NW4,51.58682,-0.22294,michael.mccoy@gmail.com,Michael,Mccoy,Webinar,Data Science
2024-01-20,LL28,53.28749,-3.75983,larry.banville@gmail.com,Larry,Banville,Webinar,Finance
2024-12-24,RH6,51.17126,-0.1617,kaye.pfaff@gmail.com,Kaye,Pfaff,Webinar,Software Engineering
2024-11-06,AB23,57.21242,-2.08776,beverly.card@gmail.com,Beverly,Card,Email Correspondence,Healthcare
2024-11-30,CF61,51.40748,-3.47962,angela.loyd@gmail.com,Angela,Loyd,1-2-1 Conversation,Software Engineering
2024-02-04,B46,52.50803,-1.69351,matthew.hammonds@gmail.com,Matthew,Hammonds,Workshop,Software Engineering
2024-03-15,IV46,57.1141,-5.98441,benita.crockett@gmail.com,Benita,Crockett,Networking Event,Finance
2024-04-16,IV12,57.57422,-3.86458,susan.hazan@gmail.com,Susan,Hazan,Networking Event,Healthcare
2024-07-03,NR11,52.84173,1.27596,sadie.beaty@gmail.com,Sadie,Beaty,Networking Event,Software Engineering
2024-05-26,GU15,51.3345,-0.73952,lorrie.powell@gmail.com,Lorrie,Powell,1-2-1 Conversation,Data Science
2024-08-30,LA14,54.1185,-3.2302,lois.lee@gmail.com,Lois,Lee,Networking Event,Data Science
2024-04-13,PH50,56.71451,-4.96427,john.yoder@gmail.com,John,Yoder,1-2-1 Conversation,B2B Marketing
2024-09-11,IV1,57.4874,-4.23059,lyndon.smalls@gmail.com,Lyndon,Smalls,1-2-1 Conversation,Healthcare
2024-04-14,LL42,52.7253,-4.05405,lannie.patel@gmail.com,Lannie,Patel,1-2-1 Conversation,B2B Marketing
2024-06-08,RG20,51.40325,-1.33575,sammy.lundy@gmail.com,Sammy,Lundy,Email Correspondence,Data Science
2024-03-28,G4,55.86837,-4.25196,jamie.erps@gmail.com,Jamie,Erps,Webinar,B2B Marketing
2024-06-23,EC2R,51.5164,-0.09162,josephine.hurtado@gmail.com,Josephine,Hurtado,Networking Event,Finance
2024-12-27,SL9,51.59677,-0.55467,richard.young@gmail.com,Richard,Young,Networking Event,Education
2024-01-30,PA13,55.89235,-4.62927,charlene.miller@gmail.com,Charlene,Miller,Workshop,Finance
2024-12-12,M8,53.5088,-2.23827,daniel.anderson@gmail.com,Daniel,Anderson,Webinar,Education
2024-07-24,LL13,53.0359,-2.95902,salvador.perrington@gmail.com,Salvador,Perrington,Webinar,Education
2024-01-06,TQ7,50.28256,-3.78278,janet.marsh@gmail.com,Janet,Marsh,1-2-1 Conversation,Education
2024-07-05,FK5,56.02564,-3.81814,edward.hentges@gmail.com,Edward,Hentges,Webinar,Data Science
2024-12-15,BT67,54.48713,-6.26832,jenny.smith@gmail.com,Jenny,Smith,Workshop,Data Science
2024-09-12,LL31,53.29035,-3.80946,george.licudine@gmail.com,George,Licudine,1-2-1 Conversation,Education
2024-05-22,WC1,51.52139,-0.12169,rosie.wade@gmail.com,Rosie,Wade,Networking Event,B2B Marketing
2024-09-05,NG15,53.04519,-1.20338,teri.neaves@gmail.com,Teri,Neaves,Workshop,B2B Marketing
2024-08-22,DE56,53.02152,-1.47369,nydia.boylan@gmail.com,Nydia,Boylan,1-2-1 Conversation,Finance
2024-05-03,SG10,51.8446,0.07178,mabel.cormier@gmail.com,Mabel,Cormier,Email Correspondence,B2B Marketing
2024-02-15,ME3,51.43322,0.54668,tyler.vil@gmail.com,Tyler,Vil,Workshop,B2B Marketing
2024-06-21,WV15,52.51593,-2.37435,gloria.johnson@gmail.com,Gloria,Johnson,Webinar,Data Science
2024-05-25,HR5,52.19196,-3.02708,john.deal@gmail.com,John,Deal,Workshop,Data Science
2024-10-19,HU8,53.76845,-0.29903,thomas.swanson@gmail.com,Thomas,Swanson,1-2-1 Conversation,Software Engineering
2024-11-11,OX26,51.90114,-1.15109,johnnie.thompson@gmail.com,Johnnie,Thompson,Workshop,Healthcare
2024-12-08,LL31,53.29035,-3.80946,sharon.linebarger@gmail.com,Sharon,Linebarger,Email Correspondence,Finance
2024-08-10,BT93,54.4651,-7.8264,dale.harris@gmail.com,Dale,Harris,Webinar,Healthcare
2024-04-05,BD18,53.83154,-1.77662,john.morris@gmail.com,John,Morris,1-2-1 Conversation,Software Engineering
2024-10-07,BB12,53.80353,-2.29005,larry.numbers@gmail.com,Larry,Numbers,1-2-1 Conversation,Healthcare
2024-11-05,CA10,54.61104,-2.65966,kathryn.roger@gmail.com,Kathryn,Roger,Networking Event,Software Engineering
2024-02-12,GL17,51.85542,-2.51405,ruth.martinez@gmail.com,Ruth,Martinez,Webinar,Healthcare
2024-07-11,SL7,51.57411,-0.7762,fern.millard@gmail.com,Fern,Millard,Workshop,B2B Marketing
2024-04-24,EX3,50.68645,-3.45824,susan.harrison@gmail.com,Susan,Harrison,Networking Event,Software Engineering
2024-10-11,G33,55.87351,-4.16593,gladys.jones@gmail.com,Gladys,Jones,Email Correspondence,Software Engineering
2024-04-14,AB56,57.67442,-2.92559,reynaldo.duy@gmail.com,Reynaldo,Duy,Networking Event,Healthcare
2024-09-02,GU32,51.00849,-0.96934,gloria.broadway@gmail.com,Gloria,Broadway,1-2-1 Conversation,Education
2024-11-12,S6,53.40195,-1.50962,helen.arruda@gmail.com,Helen,Arruda,Email Correspondence,B2B Marketing
2024-04-23,HR7,52.18629,-2.52079,carl.rodriguez@gmail.com,Carl,Rodriguez,Webinar,Education
2024-01-08,PH36,56.72124,-5.86584,india.thomas@gmail.com,India,Thomas,Webinar,Finance
2024-07-05,WA9,53.43676,-2.71811,priscilla.soucy@gmail.com,Priscilla,Soucy,Webinar,Healthcare
2024-11-07,PA18,55.88928,-4.88661,george.campbell@gmail.com,George,Campbell,Email Correspondence,B2B Marketing
2024-10-25,SY18,52.44076,-3.54784,william.reed@gmail.com,William,Reed,1-2-1 Conversation,Healthcare
2024-02-27,EN4,51.6479,-0.15983,larry.maples@gmail.com,Larry,Maples,Networking Event,Healthcare
2024-10-15,SK3,53.39835,-2.16996,gladys.turner@gmail.com,Gladys,Turner,Workshop,B2B Marketing
2024-01-05,LE14,52.7838,-0.89527,candace.mikos@gmail.com,Candace,Mikos,Workshop,Data Science
2024-01-23,IP23,52.30615,1.12472,carol.lubinski@gmail.com,Carol,Lubinski,Networking Event,Finance
2024-09-15,PO14,50.83685,-1.21884,james.schaefer@gmail.com,James,Schaefer,Workshop,Education
2024-02-22,G46,55.80446,-4.30573,malinda.ortiz@gmail.com,Malinda,Ortiz,1-2-1 Conversation,Healthcare
2024-03-03,LL66,53.38055,-4.40427,dennis.mora@gmail.com,Dennis,Mora,1-2-1 Conversation,B2B Marketing
2024-10-23,BS11,51.49672,-2.67425,micah.oconnell@gmail.com,Micah,Oconnell,Email Correspondence,Education
2024-01-16,E11,51.56769,0.01443,sue.scrabeck@gmail.com,Sue,Scrabeck,1-2-1 Conversation,Education
2024-08-01,WS1,52.57945,-1.97786,melinda.owens@gmail.com,Melinda,Owens,1-2-1 Conversation,Data Science
2024-02-08,IP2,52.04501,1.13563,rena.vazquez@gmail.com,Rena,Vazquez,1-2-1 Conversation,Education
2024-12-28,SG5,51.96727,-0.28654,danny.harpe@gmail.com,Danny,Harpe,Webinar,Data Science
2024-02-16,HX3,53.72648,-1.84387,teresa.west@gmail.com,Teresa,West,Networking Event,Finance
2024-10-16,CT19,51.08785,1.1704,bernard.whitehead@gmail.com,Bernard,Whitehead,Networking Event,Healthcare
2024-05-16,W9,51.52607,-0.1907,diane.george@gmail.com,Diane,George,1-2-1 Conversation,Finance
2024-01-05,ST13,53.1009,-2.01793,jon.pantoja@gmail.com,Jon,Pantoja,Networking Event,Finance
2024-04-23,DY4,52.53269,-2.05308,milagros.vogelpohl@gmail.com,Milagros,Vogelpohl,Networking Event,Finance
2024-07-08,L11,53.44801,-2.91407,rose.tebow@gmail.com,Rose,Tebow,Workshop,Education
2024-12-24,BT46,54.86568,-6.66393,laine.rivera@gmail.com,Laine,Rivera,1-2-1 Conversation,Finance
2024-09-06,L38,53.5242,-3.04998,nancy.roberson@gmail.com,Nancy,Roberson,Workshop,Software Engineering
2024-05-20,KW17,59.04195,-3.00217,elizabeth.mccarthy@gmail.com,Elizabeth,Mccarthy,Networking Event,Education
2024-01-05,EX14,50.81272,-3.1896,larry.beach@gmail.com,Larry,Beach,Webinar,Data Science
2024-04-01,IP14,52.20597,1.03423,viola.moore@gmail.com,Viola,Moore,Webinar,Software Engineering
2024-03-13,CF62,51.40412,-3.30841,joseph.mcgraw@gmail.com,Joseph,Mcgraw,Networking Event,B2B Marketing
2024-01-01,IG11,51.53573,0.09378,clara.snively@gmail.com,Clara,Snively,Webinar,Software Engineering
2024-06-27,BD14,53.78217,-1.81635,teresita.mcdermott@gmail.com,Teresita,Mcdermott,Networking Event,Data Science
2024-01-09,OX20,51.85659,-1.35814,charlie.milburn@gmail.com,Charlie,Milburn,1-2-1 Conversation,B2B Marketing
2024-12-21,TA21,50.97673,-3.24507,andrew.torres@gmail.com,Andrew,Torres,Networking Event,B2B Marketing
2024-08-08,KA8,55.4711,-4.61222,shane.driver@gmail.com,Shane,Driver,Networking Event,Education
2024-05-16,BD6,53.76414,-1.78305,ricardo.gonzalez@gmail.com,Ricardo,Gonzalez,Email Correspondence,Data Science
